,Year,StateAbbr,CityName,GeographicLevel,UniqueID,Measure,DataValue,LowConfidenceLimit,HighConfidenceLimit,PopulationCount,GeoLocation,MeasureId,CityFIPS,ShortQuestionText,lats,longs,top5state,geometry
24,2016,AR,Springdale,City,566080,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",27.7,26.1,29.2,69797,"['36.1869932598', ' -94.1536274531']",COREW,566080,Core preventive services for older women,36.1869932598,-94.1536274531,no,POINT (36.1869932598 -94.1536274531)
25,2016,AZ,Scottsdale,City,465000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",41.4,40.6,42.2,217385,"['33.6872493651', ' -111.865085877']",COREM,465000,Core preventive services for older men,33.6872493651,-111.865085877,no,POINT (33.6872493651 -111.865085877)
26,2016,AZ,Surprise,City,471510,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",39.1,37.3,40.9,117517,"['33.6803835177', ' -112.452218439']",COREM,471510,Core preventive services for older men,33.6803835177,-112.452218439,no,POINT (33.6803835177 -112.452218439)
27,2016,AZ,Scottsdale,City,465000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",37.1,36.5,37.8,217385,"['33.6872493651', ' -111.865085877']",COREW,465000,Core preventive services for older women,33.6872493651,-111.865085877,no,POINT (33.6872493651 -111.865085877)
28,2016,AR,Jonesboro,City,535710,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",41.7,39.4,44.0,67263,"['35.8208121538', ' -90.6794991686']",COREM,535710,Core preventive services for older men,35.8208121538,-90.6794991686,no,POINT (35.8208121538 -90.6794991686)
29,2016,CA,Anaheim,City,602000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",30.2,29.7,30.7,336265,"['33.8389076996', ' -117.857613481']",COREW,602000,Core preventive services for older women,33.8389076996,-117.857613481,yes,POINT (33.8389076996 -117.857613481)
30,2016,CA,Anaheim,City,602000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.7,36.1,37.4,336265,"['33.8389076996', ' -117.857613481']",COREM,602000,Core preventive services for older men,33.8389076996,-117.857613481,yes,POINT (33.8389076996 -117.857613481)
31,2016,AR,Fayetteville,City,523290,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.4,34.3,38.4,73580,"['36.0712117312', ' -94.1659600436']",COREM,523290,Core preventive services for older men,36.0712117312,-94.1659600436,no,POINT (36.0712117312 -94.1659600436)
32,2016,AR,Jonesboro,City,535710,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.8,25.2,28.4,67263,"['35.8208121538', ' -90.6794991686']",COREW,535710,Core preventive services for older women,35.8208121538,-90.6794991686,no,POINT (35.8208121538 -90.6794991686)
33,2016,AR,Fort Smith,City,524550,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.8,25.6,28.0,86209,"['35.3491692636', ' -94.3696317306']",COREW,524550,Core preventive services for older women,35.3491692636,-94.3696317306,no,POINT (35.3491692636 -94.3696317306)
34,2016,AZ,Tucson,City,477000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.6,29.2,30.1,520116,"['32.1567244483', ' -110.877085494']",COREW,477000,Core preventive services for older women,32.1567244483,-110.877085494,no,POINT (32.1567244483 -110.877085494)
35,2016,AZ,Yuma,City,485540,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.3,25.2,27.4,93064,"['32.5986027117', ' -114.54836837']",COREW,485540,Core preventive services for older women,32.5986027117,-114.54836837,no,POINT (32.5986027117 -114.54836837)
36,2016,AZ,Tempe,City,473000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.0,32.1,33.9,161719,"['33.3882640307', ' -111.931802302']",COREW,473000,Core preventive services for older women,33.3882640307,-111.931802302,no,POINT (33.3882640307 -111.931802302)
37,2016,AR,Fayetteville,City,523290,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.4,29.8,33.2,73580,"['36.0712117312', ' -94.1659600436']",COREW,523290,Core preventive services for older women,36.0712117312,-94.1659600436,no,POINT (36.0712117312 -94.1659600436)
38,2016,CA,Antioch,City,602252,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.3,31.1,33.5,102372,"['37.9777042922', ' -121.796606971']",COREM,602252,Core preventive services for older men,37.9777042922,-121.796606971,yes,POINT (37.9777042922 -121.796606971)
39,2016,AR,Little Rock,City,541000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",42.6,41.7,43.5,193524,"['34.7253957894', ' -92.3583751863']",COREM,541000,Core preventive services for older men,34.7253957894,-92.3583751863,no,POINT (34.7253957894 -92.3583751863)
40,2016,CA,Chino Hills,City,613214,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.1,29.8,32.3,74799,"['33.950774546', ' -117.725326968']",COREM,613214,Core preventive services for older men,33.950774546,-117.725326968,yes,POINT (33.950774546 -117.725326968)
41,2016,CA,Apple Valley,City,602364,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",29.0,27.3,30.9,69135,"['34.5315984948', ' -117.211012664']",COREM,602364,Core preventive services for older men,34.5315984948,-117.211012664,yes,POINT (34.5315984948 -117.211012664)
42,2016,CA,Costa Mesa,City,616532,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",40.6,39.4,41.8,109960,"['33.6667651353', ' -117.91350475']",COREM,616532,Core preventive services for older men,33.6667651353,-117.91350475,yes,POINT (33.6667651353 -117.91350475)
43,2016,CA,Chula Vista,City,613392,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.1,28.6,29.7,243916,"['32.6282964262', ' -117.010042407']",COREW,613392,Core preventive services for older women,32.6282964262,-117.010042407,yes,POINT (32.6282964262 -117.010042407)
44,2016,CA,Daly City,City,617918,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.8,31.8,34.0,101123,"['37.6861552276', ' -122.468298024']",COREM,617918,Core preventive services for older men,37.6861552276,-122.468298024,yes,POINT (37.6861552276 -122.468298024)
45,2016,CA,Concord,City,616000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.1,34.9,37.4,122067,"['37.9721810307', ' -122.001588036']",COREM,616000,Core preventive services for older men,37.9721810307,-122.001588036,yes,POINT (37.9721810307 -122.001588036)
46,2016,CA,Chico,City,613014,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.7,28.2,31.3,86187,"['39.7568503668', ' -121.815983972']",COREW,613014,Core preventive services for older women,39.7568503668,-121.815983972,yes,POINT (39.7568503668 -121.815983972)
47,2016,CA,Citrus Heights,City,613588,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",28.4,27.3,29.5,83301,"['38.6947788342', ' -121.287991502']",COREW,613588,Core preventive services for older women,38.6947788342,-121.287991502,yes,POINT (38.6947788342 -121.287991502)
48,2016,CA,Compton,City,615044,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",19.4,18.6,20.2,96455,"['33.892965693', ' -118.227506568']",COREM,615044,Core preventive services for older men,33.892965693,-118.227506568,yes,POINT (33.892965693 -118.227506568)
49,2016,CA,Costa Mesa,City,616532,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.0,32.2,34.1,109960,"['33.6667651353', ' -117.91350475']",COREW,616532,Core preventive services for older women,33.6667651353,-117.91350475,yes,POINT (33.6667651353 -117.91350475)
50,2016,CA,Chino,City,613210,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.3,28.2,30.4,77983,"['33.983588126', ' -117.665296584']",COREW,613210,Core preventive services for older women,33.983588126,-117.665296584,yes,POINT (33.983588126 -117.665296584)
51,2016,CA,Carson,City,611530,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",34.1,33.1,35.1,91714,"['33.8374083001', ' -118.255936422']",COREW,611530,Core preventive services for older women,33.8374083001,-118.255936422,yes,POINT (33.8374083001 -118.255936422)
52,2016,CA,Berkeley,City,606000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",36.6,35.8,37.4,112580,"['37.8725678765', ' -122.274907975']",COREW,606000,Core preventive services for older women,37.8725678765,-122.274907975,yes,POINT (37.8725678765 -122.274907975)
53,2016,CA,Downey,City,619766,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.7,26.8,28.7,111772,"['33.937867256', ' -118.131150116']",COREM,619766,Core preventive services for older men,33.937867256,-118.131150116,yes,POINT (33.937867256 -118.131150116)
54,2016,CA,Carson,City,611530,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",26.0,25.0,26.9,91714,"['33.8374083001', ' -118.255936422']",COREM,611530,Core preventive services for older men,33.8374083001,-118.255936422,yes,POINT (33.8374083001 -118.255936422)
55,2016,CA,Bakersfield,City,603526,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",27.7,27.0,28.3,347483,"['35.3513302855', ' -119.029786003']",COREW,603526,Core preventive services for older women,35.3513302855,-119.029786003,yes,POINT (35.3513302855 -119.029786003)
56,2016,CA,Chico,City,613014,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.5,34.8,38.6,86187,"['39.7568503668', ' -121.815983972']",COREM,613014,Core preventive services for older men,39.7568503668,-121.815983972,yes,POINT (39.7568503668 -121.815983972)
57,2016,CA,Bellflower,City,604982,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.3,31.5,33.2,76616,"['33.8880417923', ' -118.127100236']",COREW,604982,Core preventive services for older women,33.8880417923,-118.127100236,yes,POINT (33.8880417923 -118.127100236)
58,2016,CA,Bellflower,City,604982,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",26.6,25.7,27.6,76616,"['33.8880417923', ' -118.127100236']",COREM,604982,Core preventive services for older men,33.8880417923,-118.127100236,yes,POINT (33.8880417923 -118.127100236)
59,2016,CA,Chula Vista,City,613392,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25.8,25.2,26.5,243916,"['32.6282964262', ' -117.010042407']",COREM,613392,Core preventive services for older men,32.6282964262,-117.010042407,yes,POINT (32.6282964262 -117.010042407)
60,2016,CA,Chino,City,613210,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.4,26.2,28.7,77983,"['33.983588126', ' -117.665296584']",COREM,613210,Core preventive services for older men,33.983588126,-117.665296584,yes,POINT (33.983588126 -117.665296584)
61,2016,CA,Carlsbad,City,611194,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",33.6,32.2,35.0,105328,"['33.1248051026', ' -117.282903303']",COREM,611194,Core preventive services for older men,33.1248051026,-117.282903303,yes,POINT (33.1248051026 -117.282903303)
62,2016,CA,Downey,City,619766,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.1,32.2,34.0,111772,"['33.937867256', ' -118.131150116']",COREW,619766,Core preventive services for older women,33.937867256,-118.131150116,yes,POINT (33.937867256 -118.131150116)
63,2016,CA,Daly City,City,617918,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.7,32.7,34.8,101123,"['37.6861552276', ' -122.468298024']",COREW,617918,Core preventive services for older women,37.6861552276,-122.468298024,yes,POINT (37.6861552276 -122.468298024)
64,2016,CA,Buena Park,City,608786,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.4,30.4,32.4,80530,"['33.8572126844', ' -118.004517591']",COREW,608786,Core preventive services for older women,33.8572126844,-118.004517591,yes,POINT (33.8572126844 -118.004517591)
65,2016,CA,Corona,City,616350,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.1,31.3,32.9,152374,"['33.8623571787', ' -117.564224471']",COREW,616350,Core preventive services for older women,33.8623571787,-117.564224471,yes,POINT (33.8623571787 -117.564224471)
66,2016,CA,Berkeley,City,606000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",38.2,37.1,39.3,112580,"['37.8725678765', ' -122.274907975']",COREM,606000,Core preventive services for older men,37.8725678765,-122.274907975,yes,POINT (37.8725678765 -122.274907975)
67,2016,CA,Baldwin Park,City,603666,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",22.4,21.5,23.5,75390,"['34.082871519', ' -117.972100918']",COREM,603666,Core preventive services for older men,34.082871519,-117.972100918,yes,POINT (34.082871519 -117.972100918)
68,2016,CA,Carlsbad,City,611194,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",37.0,35.7,38.3,105328,"['33.1248051026', ' -117.282903303']",COREW,611194,Core preventive services for older women,33.1248051026,-117.282903303,yes,POINT (33.1248051026 -117.282903303)
69,2016,CA,Citrus Heights,City,613588,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.5,31.1,33.8,83301,"['38.6947788342', ' -121.287991502']",COREM,613588,Core preventive services for older men,38.6947788342,-121.287991502,yes,POINT (38.6947788342 -121.287991502)
70,2016,CA,Concord,City,616000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",35.2,34.1,36.1,122067,"['37.9721810307', ' -122.001588036']",COREW,616000,Core preventive services for older women,37.9721810307,-122.001588036,yes,POINT (37.9721810307 -122.001588036)
71,2016,CA,Clovis,City,614218,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",37.4,36.1,38.7,95631,"['36.8289400179', ' -119.68665285']",COREM,614218,Core preventive services for older men,36.8289400179,-119.68665285,yes,POINT (36.8289400179 -119.68665285)
72,2016,CA,Bakersfield,City,603526,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.5,31.7,33.3,347483,"['35.3513302855', ' -119.029786003']",COREM,603526,Core preventive services for older men,35.3513302855,-119.029786003,yes,POINT (35.3513302855 -119.029786003)
73,2016,CA,Baldwin Park,City,603666,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",28.5,27.6,29.4,75390,"['34.082871519', ' -117.972100918']",COREW,603666,Core preventive services for older women,34.082871519,-117.972100918,yes,POINT (34.082871519 -117.972100918)
74,2016,CA,Corona,City,616350,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.1,30.2,31.9,152374,"['33.8623571787', ' -117.564224471']",COREM,616350,Core preventive services for older men,33.8623571787,-117.564224471,yes,POINT (33.8623571787 -117.564224471)
75,2016,CA,Burbank,City,608954,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.2,31.2,33.2,103340,"['34.1879799605', ' -118.323429032']",COREM,608954,Core preventive services for older men,34.1879799605,-118.323429032,yes,POINT (34.1879799605 -118.323429032)
76,2016,CA,Buena Park,City,608786,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",37.3,36.0,38.5,80530,"['33.8572126844', ' -118.004517591']",COREM,608786,Core preventive services for older men,33.8572126844,-118.004517591,yes,POINT (33.8572126844 -118.004517591)
77,2016,CA,Compton,City,615044,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.0,25.1,26.9,96455,"['33.892965693', ' -118.227506568']",COREW,615044,Core preventive services for older women,33.892965693,-118.227506568,yes,POINT (33.892965693 -118.227506568)
78,2016,CA,Burbank,City,608954,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",37.4,36.5,38.3,103340,"['34.1879799605', ' -118.323429032']",COREW,608954,Core preventive services for older women,34.1879799605,-118.323429032,yes,POINT (34.1879799605 -118.323429032)
79,2016,CA,Clovis,City,614218,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.6,31.5,33.8,95631,"['36.8289400179', ' -119.68665285']",COREW,614218,Core preventive services for older women,36.8289400179,-119.68665285,yes,POINT (36.8289400179 -119.68665285)
